Drug,Symptom,Count
fenclofenac,deficiency,2
sargramostim,',2
sargramostim,s,2
fluphenazine,syndrome,2
sargramostim,syndrome,2
fluphenazine,malignant,2
methylprednisolone,ophthalmopathy,2
drug,febrile,2
fluphenazine,neuroleptic,2
salts,interstitial,2
propranolol,spasm,2
salts,pulmonary,2
pge1,hyperplasia,2
disulfiram,toxic,2
fenclofenac,rheumatoid,2
fluphenazine,schizophrenic,2
gold,interstitial,2
fenclofenac,arthritis,2
gstm,symptom,2
interferon,restless,2
interferon,legs,2
bicalutamide,interstitial,2
vancomycin,csfe,2
-,restless,2
-,legs,2
vancomycin,eosinophilia,2
cytarabine,herpesvirus,2
aurothiomalate,arthritis,2
vancomycin,fluid,2
vancomycin,cerebrospinal,2
cytarabine,leukemic,2
acid,injury,2
aurothiomalate,rheumatoid,2
pge1,foveolar,2
corticosteroid,pulmonary,2
nicotinic,injury,2
glucagon,overdose,2
dorzolamide,angle,2
dorzolamide,glaucoma,2
dorzolamide,detachment,2
rituximab,interstitial,2
acid,fulminant,2
glucagon,esophageal,2
erlotinib,cancer,2
bp,symptom,2
phenelzine,parasitosis,2
phenelzine,delusional,2
mtx,aplasia,2
mtx,marrow,2
mtx,bone,2
infliximab,venous,2
cyclophosphamide,pneumonitis,2
dorzolamide,-,2
dorzolamide,open,2
fentanyl,insufficiency,2
calcium,urethral,2
clozapine,sudden,2
fentanyl,adrenocortical,2
clozapine,myocarditis,2
phenytoin,purple,2
phenytoin,glove,2
nicotinic,disease,2
metoclopramide,malignant,2
metoclopramide,neuroleptic,2
prostaglandin,trichiasis,2
analog,trichiasis,2
calcium,prolapse,2
bis,pulmonary,2
bis,fibrosis,2
rituximab,pneumonitis,2
propranolol,hypertension,2
leuprorelin,interstitial,2
gstm,nitritoid,2
-,depressive,2
vincristine,cranial,2
igiv,acute,2
d,itp,2
d,hemoglobinuria,2
metformin,mala,2
-,itp,2
-,hemoglobinuria,2
latanoprost,macula,2
drug,eosinophilia,2
acyclovir,failure,2
bimatoprost,macula,2
anti,itp,2
anti,hemoglobinuria,2
acyclovir,renal,2
acyclovir,acute,2
anti,acute,2
vincristine,polyneuropathy,2
benzodiazepine,coma,2
penicillamine,lupus,2
sulphasalazine,reaction,2
-,dic,2
-,coagulation,2
asparaginase,hemorrhage,2
gemcitabine,pancreatic,2
propranolol,overdose,2
anti,dic,2
b,toxic,2
amphotericin,toxic,2
sulfate,acute,2
-,cervical,2
igiv,itp,2
igiv,hemoglobinuria,2
sulphasalazine,psoriasis,2
gemcitabine,myositis,2
sulphasalazine,skin,2
tmp,eruptions,2
penicillamine,erythematosus,2
-,parkinsonism,2
gamma,systemic,2
pegylated,dystonia,2
methimazole,choanal,2
isotretinoin,myopia,2
interferon,dystonia,2
alpha,dystonia,2
ketoralac,loss,2
ketoralac,hearing,2
benzoin,allergic,2
benzoin,contact,2
ketoralac,sensorineural,2
acetate,interstitial,2
leuprorelin,cancer,2
leuprorelin,prostate,2
gstm,symptoms,2
benzoin,dermatitis,2
dmso,cystitis,2
gamma,lupus,2
tmp,skin,2
methimazole,atresia,2
disopyramide,hypoglycemia,2
mmf,neutropenia,2
cefoxitin,renal,2
etoposide,infarction,2
methimazole,athelia,2
etoposide,myocardial,2
docetaxel,interstitial,2
bisphosphonate,jaw,2
rifn,sle,2
docetaxel,pneumonitis,2
propranolol,esophageal,2
gamma,erythematosus,2
dimethyl,eosinophilic,2
sulfoxide,eosinophilic,2
cefoxitin,acute,2
imatinib,leukemia,2
-,leak,2
morphine,of,2
drug,disturbances,2
mop,systemic,2
hopantenate,rett,2
mop,allergic,2
mop,contact,2
mop,dermatitis,2
nitrofurantoin,respiratory,2
nitrofurantoin,injury,2
nitrofurantoin,boop,2
mtx,ascites,2
darifenacin,dermatitis,2
protamine,hypertension,2
protamine,pulmonary,2
methotrexate,hepatitis,2
methotrexate,hepatic,2
calcium,rett,2
drug,pneumonia,2
azathioprine,injury,2
azathioprine,duct,2
levodopa,akathisia,2
cyclophosphamide,acute,2
cyclophosphamide,leukemia,2
artesunate,hepatitis,2
darifenacin,granulomatous,2
darifenacin,interstitial,2
pancreatic,vomiting,2
scopolamine,anisocoria,2
lorazepam,status,2
methicillin,endocarditis,2
methicillin,staphylococcal,2
pancrease,vomiting,2
vincristine,motor,2
uft,like,2
imatinib,syndrome,2
vincristine,neuropathy,2
imatinib,lysis,2
neuroleptic,dyskinesia,2
vincristine,s,2
mt,vomiting,2
amodiaquine,hepatitis,2
quetiapine,agranulocytosis,2
quetiapine,leucopenia,2
sunitinib,nephritis,2
mp,nephrotic,2
linezolid,rash,2
esmolol,toxicity,2
factor,neutrophilic,2
g,dermatoses,2
leflunomide,hypersensitivity,2
flunitrazepam,leg,2
flunitrazepam,the,2
flunitrazepam,of,2
flunitrazepam,ischaemia,2
quinine,malaria,2
theophylline,ketoacidosis,2
theophylline,diabetic,2
theophylline,poisoning,2
indinavir,infected,2
indinavir,-,2
csf,neutrophilic,2
indinavir,hiv,2
sulfonylurea,acute,2
stimulating,neutrophilic,2
isoniazid,disorder,2
mp,disease,2
isoniazid,psychotic,2
azathioprine,bile,2
g,erythematous,2
sunitinib,interstitial,2
nitrofurantoin,obliterans,2
nitrofurantoin,bronchiolitis,2
acyclovir,pulmonary,2
atenolol,memory,2
g,neutropenia,2
acyclovir,infiltrates,2
amantadine,disease,2
amantadine,parkinson,2
granulocyte,neutrophilic,2
amantadine,dysfunction,2
amantadine,endothelial,2
colony,neutrophilic,2
acyclovir,effusion,2
vds,of,2
prednisone,reaction,2
adalimumab,s,2
indinavir,nephritis,2
ifosfamide,anuria,2
tenofovir,infected,2
tenofovir,-,2
tenofovir,hiv,2
indinavir,renal,2
mesalamine,pneumonitis,2
mesalamine,hypersensitivity,2
indinavir,interstitial,2
tenofovir,nephrotoxicity,2
phenobarbital,rash,2
ethambutol,intracellulare,2
ethambutol,-,2
ltg,overdose,2
ethambutol,avium,2
ethambutol,mycobacterium,2
procainamide,glomerulonephritis,2
lamotrigine,toxicity,2
salsalate,lichenoid,2
minocycline,dermatitis,2
-,interstitial,2
risperidone,tardive,2
ifosfamide,renal,2
itraconazole,drug,2
-,diarrhoea,2
insulin,hypoglycemia,2
mitomycin,cancer,2
etanercept,psoriasis,2
-,protein,2
medications,hypoglycemia,2
antidiabetic,hypoglycemia,2
danazol,insulin,2
danazol,-,2
danazol,dependent,2
ganciclovir,movement,2
ganciclovir,eye,2
danazol,mellitus,2
accutane,acne,2
pranlukast,interstitial,2
l,protein,2
salsalate,eruption,2
chlorambucil,acute,2
sulprostone,cardiac,2
fu,symptoms,2
vds,siadh,2
cddp,siadh,2
cisplatin,secretion,2
-,deficient,2
flutamide,prostate,2
ibuprofen,overdose,2
5,coma,2
5,encephalopathy,2
5,deficient,2
fu,genetic,2
-,genetic,2
cddp,of,2
5,genetic,2
praziquantel,infarction,2
praziquantel,cerebral,2
vindesine,of,2
prednisone,anaphylactic,2
fu,deficient,2
fu,encephalopathy,2
doxorubicin,encephalopathy,2
flutamide,the,2
chlorambucil,leukaemia,2
chlorambucil,lymphocytic,2
sulprostone,arrest,2
chlorambucil,rash,2
bupivacaine,vocal,2
bupivacaine,cord,2
bupivacaine,paralysis,2
carbamazepine,right,2
carbamazepine,bundle,2
carbamazepine,branch,2
carbamazepine,block,2
ibuprofen,symptom,2
phenobarbital,hepatotoxicity,2
sertraline,symptom,2
flutamide,carcinoma,2
flutamide,of,2
fu,coma,2
sirolimus,aphthous,2
vinblastine,syndrome,2
pentasa,pancytopenia,2
fleet,postoperative,2
fleet,tetany,2
arabinoside,',2
arabinoside,s,2
arabinoside,demyelinating,2
arabinoside,neuropathy,2
pfviii,thrombosis,2
alfa,virus,2
fleet,hypocalcemic,2
natalizumab,nervous,2
-,thromboembolism,2
ribavirin,sarcoidosis,2
ribavirin,virus,2
interferon,granulomatosis,2
alfa,granulomatosis,2
acenocoumarol,laryngeal,2
mirtazapine,serotonin,2
mirtazapine,syndrome,2
natalizumab,system,2
cyclophosphamide,sarcoma,2
phospho,postoperative,2
arabinoside,horner,2
cytosine,neuropathy,2
itraconazole,injury,2
soda,postoperative,2
-,tetany,2
itraconazole,acute,2
propranolol,syncope,2
-,hypocalcemic,2
antidepressant,akathisia,2
loperamide,poisoning,2
methotrexate,hydrocephalus,2
itraconazole,hepatotoxic,2
-,postoperative,2
phospho,tetany,2
phospho,hypocalcemic,2
cytosine,horner,2
cytosine,',2
cytosine,s,2
cytosine,demyelinating,2
econazole,laryngeal,2
antidepressant,ss,2
insulin,iddm,2
dasatinib,pleural,2
d,anemia,2
gabapentin,failure,2
tmp,toxicity,2
mitomycin,carcinoma,2
ibuprofen,meningitis,2
tmp,liver,2
c,carcinoma,2
c,of,2
gabapentin,acute,2
temozolomide,salmonellosis,2
desmopressin,symptom,2
tpa,vitreous,2
cisplatin,seizures,2
cisplatin,germ,2
adalimumab,crohn,2
cisplatin,cell,2
adalimumab,',2
smx,liver,2
olanzapine,rigidity,2
interferon,malignant,2
olanzapine,nms,2
human,iddm,2
ifn,proteinuria,2
ifn,malignant,2
ifn,melanoma,2
lithium,central,2
beta,proteinuria,2
natalizumab,lymphoma,2
amifostine,anaphylactoid,2
amifostine,reaction,2
smx,toxicity,2
acyclovir,toxicity,2
amifostine,hypotension,2
penicillamine,systemic,2
pentazocine,fibrous,2
pentazocine,myopathy,2
pentazocine,localized,2
pentazocine,neuropathy,2
soda,hypocalcemic,2
magnesium,block,2
itraconazole,ductopenia,2
aminosalicylic,pancytopenia,2
aminosalicylic,',2
aminosalicylic,s,2
acid,pancytopenia,2
acid,crohn,2
acid,',2
procainamide,-,2
acid,s,2
phosphate,prostatic,2
phosphate,cancer,2
insulin,diabetic,2
diethylstilbestrol,prostatic,2
diethylstilbestrol,cancer,2
mtx,cirrhosis,2
sorafenib,carcinoma,2
codeine,intoxication,2
methotrexate,liver,2
metoclopramide,symptom,2
aminosalicylic,crohn,2
octreotide,hepatolithiasis,2
metoclopramide,diaphoresis,2
octreotide,stasis,2
tiagabine,symptom,2
sorafenib,renal,2
amiodarone,goiter,2
oxygen,pneumonitis,2
mefloquine,acute,2
mefloquine,lung,2
mefloquine,injury,2
tobramycin,bronchiectasis,2
fludarabine,anemia,2
fludarabine,hemolytic,2
fludarabine,autoimmune,2
fludarabine,intravascular,2
oxygen,pulmonary,2
5,pancytopenia,2
carbamazepine,mellitus,2
carbamazepine,diabetes,2
octreotide,intrahepatic,2
metoclopramide,agitation,2
chemotherapy,failure,2
muscle,neuromuscular,2
ecstasy,poisoning,2
haloperidol,syndrome,2
captopril,cutaneous,2
terbinafine,liver,2
terbinafine,cholestatic,2
etanercept,enlargement,2
nitrofurantoin,acute,2
natalizumab,primary,2
natalizumab,central,2
interferon,cardiomyopathy,2
soda,tetany,2
dextran,failure,2
40,renal,2
40,failure,2
methotrexate,cns,2
bromocriptine,morphea,2
dapsone,erythroderma,2
tamoxifen,disorders,2
terbinafine,disease,2
drug,photosensitivity,2
chemotherapy,renal,2
serotonin,syndrome,2
amiodarone,cerebellar,2
sertraline,serotonin,2
sertraline,syndrome,2
sertraline,extrapyramidal,2
amiodarone,syndrome,2
venlafaxine,extrapyramidal,2
smx,hepatotoxicity,2
drug,tachycardia,2
metoclopramide,extrapyramidal,2
gemcitabine,microangiopathy,2
drug,supraventricular,2
metoclopramide,movement,2
gemcitabine,thrombotic,2
nitrofurantoin,toxic,2
oxcarbazepine,symptom,2
tmp,hepatotoxicity,2
serotonin,serotonin,2
asparaginase,sinus,2
asparaginase,protein,2
itraconazole,eruption,2
alkaloids,',2
vinca,',2
vinca,s,2
drug,dermatologic,2
valproate,polycystic,2
activator,bleeding,2
ara,toxic,2
ara,epidermal,2
ara,necrolysis,2
alkaloids,s,2
tigecycline,abdominal,2
sodium,disorders,2
c,toxicity,2
c,toxic,2
c,epidermal,2
c,necrolysis,2
valproate,menstrual,2
plasminogen,bleeding,2
carboplatin,ovarian,2
etanercept,arthritis,2
bleomycin,phenomenon,2
bleomycin,raynaud,2
tpa,bleeding,2
vincristine,hepatotoxicity,2
low,necrosis,2
low,skin,2
sertraline,incontinence,2
heparin,thrombotic,2
sertraline,dementia,2
nevirapine,stevens,2
nevirapine,johnson,2
nevirapine,syndrome,2
nevirapine,toxicity,2
sulfadiazine,crystalluria,2
danazol,thrombocytopenia,2
paclitaxel,pain,2
paclitaxel,limb,2
paclitaxel,phantom,2
paclitaxel,neurotoxicity,2
colchicine,renal,2
lmwh,hemothorax,2
lmwh,acute,2
aripiprazole,hiccups,2
ethambutol,hepatitis,2
alfa,cell,2
ethambutol,polyarthritis,2
antipsychotic,symptoms,2
antipsychotic,ocs,2
acetate,carcinoma,2
rifampicin,hepatitis,2
cisplatin,dyspnea,2
clomipramine,symptom,2
clozapine,symptom,2
clomipramine,serotonin,2
clozapine,serotonin,2
clozapine,syndrome,2
leuprolide,prostate,2
rifampicin,polyarthritis,2
antibiotics,acute,2
antibiotics,pancreatitis,2
tetracycline,pancreatitis,2
antipsychotic,symptom,2
quetiapine,compulsive,2
clarithromycin,symptoms,2
quetiapine,-,2
clarithromycin,toxic,2
clarithromycin,symptom,2
interferon,hairy,2
lmwh,respiratory,2
cytosine,toxic,2
cytosine,epidermal,2
cytosine,necrolysis,2
lmwh,distress,2
arabinoside,toxic,2
arabinoside,epidermal,2
arabinoside,necrolysis,2
phenolphthalein,rash,2
phenolphthalein,necrolysis,2
phenolphthalein,epidermal,2
alfa,hairy,2
phenolphthalein,toxic,2
quetiapine,obsessive,2
-,),2
-,mrsa,2
fludarabine,cancer,2
-,cerebrovascular,2
asparaginase,cerebrovascular,2
tamoxifen,of,2
alpha,vitiligo,2
methysergide,fibrosis,2
methysergide,retroperitoneal,2
tamoxifen,the,2
protease,toxicity,2
penicillamine,thalamic,2
penicillamine,and,2
penicillamine,brainstem,2
lithium,syndromes,2
lithium,brain,2
lithium,organic,2
tiagabine,-,2
tiagabine,non,2
d,dystonia,2
acetate,hepatitis,2
interferon,vitiligo,2
ticlopidine,agranulocytosis,2
cyproterone,hepatitis,2
inhibitor,toxicity,2
ifosfamide,tumor,2
calcitonin,anaphylaxis,2
ifosfamide,neurotoxicity,2
sx,ten,2
sx,/,2
sx,sjs,2
drug,autoimmune,2
-,/,2
l,toxicity,2
tmp,ten,2
tmp,/,2
asparaginase,seizures,2
methyldopa,liver,2
methyldopa,injury,2
tmp,sjs,2
asparaginase,toxicity,2
l,cerebrovascular,2
-,dystonia,2
ritonavir,eruption,2
molecular,skin,2
lamivudine,acidosis,2
nitrendipine,gingival,2
nitrendipine,hyperplasia,2
stavudine,acidosis,2
stavudine,lactic,2
-,johnson,2
-,methicillin,2
-,resistant,2
-,staphylococcus,2
-,aureus,2
-,(,2
-,ca,2
weight,necrosis,2
weight,skin,2
quinine,leg,2
quinine,cramps,2
cyclosporine,anaphylaxis,2
molecular,necrosis,2
lamivudine,lactic,2
concentrate,infarction,2
ritonavir,maculopapular,2
concentrate,myocardial,2
alpha,psychiatric,2
enalapril,failure,2
enalapril,renal,2
enalapril,acute,2
enalapril,nephrotic,2
-,stevens,2
mesalamine,acute,2
chemotherapy,hemolytic,2
bleomycin,gangrene,2
chemotherapy,uremic,2
adriamycin,nephrotoxicity,2
chemotherapy,ischemia,2
warfarin,diarrhea,2
pccs,mi,2
recombinant,bleeding,2
viia,bleeding,2
concentrate,bleeding,2
tigecycline,pain,2
olanzapine,agranulocytosis,2
drug,cutaneous,2
methotrexate,lymphoblastic,2
succinylcholine,mucositis,2
chemotherapy,hyperkalemia,2
chemotherapy,mucositis,2
risperidone,neuroleptic,2
cbz,seizures,2
cyclosporine,leg,2
progestogens,carcinoma,2
ara,loss,2
fluoxetine,-,2
5,toxicities,2
didanosine,hepatic,2
didanosine,failure,2
-,consciousness,2
metformin,hemorrhage,2
c,loss,2
amprenavir,intracranial,2
amprenavir,bleeding,2
amprenavir,hiv,2
succinylcholine,hyperkalemia,2
risperidone,malignant,2
methadone,myoclonus,2
methadone,pain,2
zolmitriptan,infarction,2
azathioprine,disease,2
phosphate,cdic,2
mtx,loss,2
mtx,consciousness,2
octreotide,hypoglycemia,2
levofloxacin,polymorphic,2
levofloxacin,ventricular,2
levofloxacin,tachycardia,2
bacitracin,reaction,2
fluoxetine,toxicity,2
bacitracin,anaphylactic,2
ticlopidine,interstitial,2
ticlopidine,disease,2
zidovudine,hyperlactatemia,2
methadone,cancer,2
risperidone,joubert,2
amprenavir,-,2
amprenavir,infected,2
methylphenidate,pericarditis,2
pyridostigmine,intoxication,2
lamotrigine,ten,2
carbamazepine,pancreatitis,2
cyclophosphamide,stenosis,2
ampicillin,mononucleosis,2
ampicillin,infectious,2
diazepam,withdrawal,2
verapamil,hypertension,2
verapamil,asthmatic,2
asparaginase,seizure,2
cyclophosphamide,subglottic,2
c,cancer,2
nimodipine,ileus,2
cyclophosphamide,lymphoma,2
l,seizure,2
chemotherapy,lung,2
asparaginase,deficiency,2
glycopyrrolate,bradycardia,2
carbamazepine,ap,2
cbz,ap,2
troglitazone,injury,2
aliskiren,acute,2
apv,bleeding,2
methylphenidate,cardiomyopathy,2
bromide,postoperative,2
bromide,psychosis,2
aliskiren,hyperkalemia,2
troglitazone,liver,2
aliskiren,failure,2
aliskiren,renal,2
cyclophosphamide,s,2
cyclophosphamide,',2
gemcitabine,eruption,2
gemcitabine,labd,2
gemcitabine,dermatosis,2
mtx,silicosis,2
mtx,asthma,2
mtx,bronchial,2
mtx,lung,2
aza,leukopenia,2
phosphate,bowel,2
chromic,bowel,2
oxaliplatin,dermnatitis,2
bevacizumab,loss,2
sunitinib,fatigue,2
clofazimine,-,2
clozapine,pericarditis,2
clozapine,pleural,2
enoxaparin,rash,2
sunitinib,hypertension,2
suramin,acute,2
fludarabine,arthritis,2
thrombolytic,bleeding,2
sunitinib,gynaecomastia,2
dichloroplatinum,coronary,2
zonisamide,oligohidrosis,2
meglumine,visceral,2
meglumine,leishmaniasis,2
antimoniate,visceral,2
antimoniate,leishmaniasis,2
bevacizumab,vision,2
diamine,coronary,2
zonisamide,heat,2
-,ischemia,2
-,toxicities,2
fu,toxicities,2
5,ocular,2
drug,pancreatitis,2
-,ocular,2
valproate,stupor,2
fu,ocular,2
flurbiprofen,nephritis,2
flurbiprofen,tubulointerstitial,2
fu,ectropion,2
cisplatin,acute,2
risperidone,dementia,2
acetazolamide,acute,2
sodium,dyspnea,2
tissue,bleeding,2
cis,coronary,2
-,hemothorax,2
zonisamide,stroke,2
ifn,hashimoto,2
antibiotic,rhabdomyolysis,2
tamoxifen,acute,2
cyproterone,avascular,2
cyproterone,necrosis,2
cyproterone,of,2
cyproterone,the,2
cyproterone,femoral,2
cyproterone,head,2
clindamycin,bacterial,2
acetate,avascular,2
acetate,necrosis,2
acetate,of,2
acetate,the,2
acetate,femoral,2
acetate,head,2
clindamycin,vaginosis,2
hydroxymethylglutaryl,rhabdomyolysis,2
chemotherapy,infarction,2
phosphate,colitis,2
etoposide,leukemia,2
tamoxifen,leukaemia,2
ifn,s,2
etoposide,neuroblastoma,2
tpa,infarction,2
ifn,thyroiditis,2
-,thyroiditis,2
alpha,thyroiditis,2
interferon,hashimoto,2
interferon,viral,2
ifn,viral,2
proton,peripheral,2
pump,peripheral,2
inhibitors,peripheral,2
omeprazole,peripheral,2
pantoprazole,peripheral,2
pantoprazole,edema,2
tpa,myocardial,2
tpa,acute,2
ii,coronary,2
cyanamide,fatigue,2
aspirin,intracranial,2
dextran,renal,2
adalimumab,disease,2
oxide,vitamin,2
sodium,scleritis,2
atomoxetine,tics,2
cytosine,paraplegia,2
recombinant,type,2
activator,failure,2
recombinant,1,2
oxide,b12,2
c,symptoms,2
activator,renal,2
factor,syndrome,2
oxide,deficiency,2
oxide,degeneration,2
recombinant,diabetes,2
stimulating,syndrome,2
heparin,priapism,2
carboplatin,carcinoma,2
plasminogen,renal,2
hydroxychloroquine,visual,2
nitrous,degeneration,2
1a,seizures,2
copaxone,s,2
beta,symptom,2
copaxone,',2
copaxone,crohn,2
hydroxychloroquine,field,2
citrate,uveitis,2
-,crystal,2
drug,schizophrenic,2
c,symptom,2
clomipramine,',2
-,dermatosis,2
clomipramine,s,2
plasminogen,failure,2
type,failure,2
polystryrene,colonic,2
amiloride,diabetes,2
nitrous,neurologic,2
cytarabine,acute,2
cytarabine,lymphoblastic,2
oxide,neurologic,2
interferon,type,2
amiloride,insipidus,2
all,myositis,2
olanzapine,symptoms,2
paracetamol,alcoholic,2
all,synovitis,2
zonisamide,hypersensitivity,2
olanzapine,agitation,2
-,myositis,2
olanzapine,sleep,2
paracetamol,hepatotoxic,2
colony,syndrome,2
type,renal,2
-,atheroembolic,2
tissue,failure,2
tissue,renal,2
recombinant,renal,2
pa,acute,2
recombinant,mellitus,2
pa,atheroembolic,2
t,acute,2
zonisamide,epilepsy,2
t,atheroembolic,2
pimozide,reactions,2
olanzapine,plms,2
ivermectin,hepatitis,2
arabinoside,paraplegia,2
-,capillary,2
1a,asperger,2
copaxone,disease,2
1a,tourette,2
phosphate,osteomalacia,2
chlorambucil,leukemia,2
phosphate,hypophosphatemic,2
insulin,hypersensitivity,2
hydroxyurea,leukemia,2
hydroxyurea,acute,2
mianserin,symptom,2
nitrous,vitamin,2
sulfonate,necrosis,2
fk506,loss,2
lithium,neurologic,2
fk506,speech,2
drug,speech,2
rifabutin,retinal,2
lithium,illness,2
phosphate,hypokalemia,2
bisabolol,atopic,2
-,asperger,2
ceftriaxone,media,2
thionamide,thyrotoxicosis,2
insulin,dysfunction,2
chemotherapy,aml,2
aquaphor,contact,2
polystryrene,necrosis,2
ceftriaxone,stasis,2
ceftriaxone,otitis,2
brimonidine,lethargic,2
insulin,liver,2
halofantrine,interval,2
halofantrine,qt,2
brimonidine,depression,2
aquaphor,allergic,2
citrate,anterior,2
drug,images,2
drug,ideas,2
thiopurine,autoimmune,2
interferon,seizures,2
alpha,nephrotic,2
nph,symptoms,2
csf,syndrome,2
interferon,tourette,2
ara,symptom,2
interferon,asperger,2
nph,symptom,2
drug,suicidal,2
insulin,wheezing,2
beta,tourette,2
beta,asperger,2
beta,seizures,2
-,tourette,2
ara,symptoms,2
regular,allergic,2
trihexyphenidyl,dystonia,2
kalimate,necrosis,2
bisabolol,allergic,2
nitrous,deficiency,2
(,hypersensitivity,2
bisabolol,contact,2
methotrexate,lymphoma,2
trihexyphenidyl,cranial,2
nitrous,b12,2
risperidone,parkinsonism,2
mizoribin,of,2
mizoribin,arthritis,2
drug,obsessional,2
risperidone,encephalopathy,2
clozapine,encephalopathy,2
azathioprine,autoimmune,2
-,synovitis,2
olanzapine,during,2
olanzapine,movements,2
asparaginase,posterior,2
trazodone,symptom,2
asparaginase,encephalopathy,2
trazodone,hypomanic,2
lithium,rigidity,2
asparaginase,reversible,2
interferon,visual,2
vinorelbine,syndrome,2
asparaginase,syndrome,2
vinorelbine,of,2
vinorelbine,inappropriate,2
6,hepatotoxicity,2
-,posterior,2
l,lymphoblastic,2
l,encephalopathy,2
hydroxyurea,leukaemia,2
agent,hypersensitivity,2
drug,myelosuppression,2
hydroxyurea,philadelphia,2
-,lupus,2
pegylated,retinopathy,2
calcipotriol,dermatitis,2
-,bowel,2
drug,hypertension,2
drug,hyperlipidemia,2
calcipotriol,contact,2
hydroxyurea,thrombocythemia,2
hydroxyurea,cml,2
ribavirin,retinopathy,2
lithium,thyroid,2
anastrozole,renal,2
amantadine,schizophrenic,2
carboplatin,reactions,2
l,reversible,2
l,posterior,2
muzolimine,neuromyeloencephalopathy,2
etanercept,failure,2
lidocaine,methemoglobinemia,2
acid,like,2
etanercept,heart,2
prednisolone,sle,2
lithium,blindness,2
bupivacaine,methemoglobinemia,2
beta,akathisia,2
pregabalin,pain,2
propylthiouracil,fulminant,2
pirmenol,prolongation,2
enalaprilat,parotitis,2
propranolol,hyperthyroidism,2
drug,necrosis,2
risperidone,hypothermia,2
clofazimine,abdominal,2
clofazimine,pain,2
lisinopril,failure,2
trazodone,symptoms,2
-,virus,2
alpha,virus,2
amphotericin,complications,2
b,complications,2
methotrexate,gastric,2
sibutramine,hyponatremia,2
hydroxyurea,chronic,2
vinorelbine,hormone,2
mtx,neurotoxicity,2
carnitine,hepatotoxic,2
epoprostenol,pulmonary,2
vinorelbine,antidiuretic,2
pregabalin,neuropathic,2
riluzole,hepatitis,2
lithium,autoimmune,2
olanzapine,limb,2
t4,hashimoto,2
olanzapine,restless,2
omeprazole,eruption,2
clarithromycin,pneumonia,2
omeprazole,drug,2
alprazolam,mania,2
drug,failure,2
sulfonamide,-,2
salazosulfapyridine,pustulosis,2
brimonidine,raised,2
acid,myositis,2
acid,synovitis,2
ritodrine,i,2
gabapentin,seizures,2
imidazoline,intoxication,2
salazosulfapyridine,exanthematous,2
t4,',2
sirolimus,interstitial,2
isradipine,toxicity,2
clarithromycin,hepatic,2
trans,myositis,2
trans,synovitis,2
t4,leukopenia,2
retinoic,myositis,2
isradipine,hepatic,2
olanzapine,periodic,2
piritrexim,pulmonary,2
olanzapine,legs,2
t4,disease,2
t4,s,2
piritrexim,toxicity,2
retinoic,synovitis,2
captopril,neutropenia,2
thyroxine,spasm,2
doxycycline,hypoglycemia,2
pravastatin,sarcoidosis,2
efalizumab,contagiosa,2
l,spasm,2
l,coronary,2
baclofen,dysfunction,2
efalizumab,eruptive,2
sulfasalazine,bronchopulmonary,2
efalizumab,mollusca,2
sulfasalazine,complications,2
acyclovir,overdose,2
calcipotriol,of,2
foscarnet,hypomagnesemia,2
ritodrine,labor,2
asparaginase,dural,2
ritodrine,preterm,2
sulfasalazine,ibd,2
carbamazepine,movement,2
carbamazepine,disorders,2
carbamazepine,tics,2
carbimazole,agranulocytosis,2
cytarabine,syndrome,2
levomepromazine,pancytopenia,2
carbimazole,sepsis,2
-,spasm,2
hydroxychloroquine,retinal,2
ritodrine,type,2
methotrexate,posterior,2
thyroxine,coronary,2
-,anaphylactic,2
methotrexate,systemic,2
cbz,motor,2
methotrexate,pleuropericarditis,2
lithium,disorder,2
niacin,dyslipidemia,2
mianserin,anxiety,2
2,leukemia,2
acid,renal,2
lidocaine,pupils,2
lidocaine,dilated,2
propafenone,coronary,2
propafenone,artery,2
oil,constipation,2
mineral,symptom,2
danaparoid,thrombocytopenia,2
voglibose,dizziness,2
hexoprenaline,oedema,2
propafenone,disease,2
oil,symptom,2
citalopram,dizziness,2
lidocaine,mydriasis,2
chemotherapy,nephrotic,2
amiodarone,pointe,2
danazol,hepatic,2
verapamil,psvt,2
vancomycin,of,2
verapamil,paroxysmal,2
verapamil,ventricular,2
verapamil,polymorphic,2
busulphan,jaundice,2
busulphan,varices,2
busulphan,oesophageal,2
zidovudine,anaemia,2
busulphan,ascites,2
rosiglitazone,",",2
busulphan,hypertension,2
busulphan,portal,2
sodium,acute,2
hexoprenaline,pulmonary,2
propafenone,falls,2
busulphan,toxicity,2
oil,pneumonia,2
cladribine,hairy,2
5,gait,2
5,disturbance,2
-,weakness,2
-,atrophy,2
-,dysesthesia,2
vasopressin,necrosis,2
-,gait,2
captopril,cholangitis,2
vasopressin,shock,2
vasopressin,septic,2
-,disturbance,2
captopril,liver,2
fu,toxicity,2
-,distress,2
sorafenib,lung,2
captopril,damage,2
disopyramide,prostate,2
disopyramide,arrhythmia,2
disopyramide,hypokalemia,2
rifampin,failure,2
warfarin,stuttering,2
-,myeloblastic,2
warfarin,priapism,2
deoxycoformycin,leukemia,2
rifampin,acute,2
-,respiratory,2
2,cell,2
mineral,constipation,2
insulin,water,2
mmc,syndrome,2
mmc,uremic,2
5,atrophy,2
salazosulfapyridine,-,2
clofazimine,nail,2
2,necrolysis,2
2,epidermal,2
2,toxic,2
meperidine,system,2
meperidine,nervous,2
