Drug,Symptom,Count
penicillin,reaction,2
penicillin,-,2
prednisone,-,2
m,symptom,2
leuprorelin,interstitial,2
drug,milk,2
drug,alkali,2
carbonate,-,2
calcitriol,[cls],2
d,dystonia,2
drug,heroin,2
clindamycin,bacterial,2
captopril,damage,2
rituximab,symptoms,2
cisplatin,c,2
cisplatin,.,2
rituximab,proliferative,2
rituximab,lympho,2
cisplatin,clostridium,2
prothipendylhydrochloride,priapism,2
chemotherapy,difficile,2
prothipendylhydrochloride,symptom,2
captopril,cholangitis,2
prothipendylhydrochloride,[cls],2
captopril,liver,2
cyclosporine,anaphylaxis,2
rituximab,distress,2
rituximab,respiratory,2
calcitriol,symptom,2
penicillamine,brainstem,2
leuprorelin,prostate,2
albendazole,pseudomembranous,2
tetracosactrin,[cls],2
tetracosactrin,symptom,2
recombinant,hypothyroidism,2
tetracosactrin,hypoglycaemia,2
fluticasone,growth,2
fluticasone,retardation,2
venlafaxine,urinary,2
venlafaxine,ui,2
propionate,growth,2
drug,ui,2
propionate,retardation,2
capecitabine,leukoencephalopathy,2
fluticasone,asthmatic,2
propionate,asthmatic,2
acyclovir,toxicity,2
fu,dysfunction,2
methyldopa,liver,2
methyldopa,injury,2
infliximab,mycobacterium,2
albendazole,colitis,2
5,disturbances,2
-,disturbances,2
leuprorelin,cancer,2
acetate,interstitial,2
penicillamine,and,2
fu,adenocarcinoma,2
vardenafil,symptom,2
fu,the,2
fu,cerebellar,2
vardenafil,fibrillation,2
penicillamine,thalamic,2
drug,thalamic,2
vardenafil,atrial,2
drug,.,2
vancomycin,colitis,2
steroids,syndrome,2
interferon,hairy,2
vancomycin,eosinophilia,2
drug,csfe,2
diuretic,symptom,2
diuretic,[cls],2
risperidone,encephalopathy,2
clozapine,encephalopathy,2
azathioprine,autoimmune,2
alfa,cell,2
thiopurine,autoimmune,2
sulfamethoxazole,pancreatitis,2
hydroxyurea,acute,2
hydroxyurea,leukemia,2
/,pancreatitis,2
alfa,hairy,2
drug,al,2
risperidone,parkinsonism,2
heparin,with,2
-,crystal,2
plasminogen,renal,2
drug,vaginosis,2
prostaglandin,gastric,2
type,renal,2
drug,dysplasia,2
vancomycin,cerebrospinal,2
type,failure,2
plasminogen,failure,2
heparin,hitts,2
activator,renal,2
drug,outlet,2
vancomycin,fluid,2
[cls],obstruction,2
[cls],outlet,2
activator,failure,2
vancomycin,csfe,2
halofantrine,vivax,2
streptokinase,jaundice,2
trimethoprim,pancreatitis,2
vinca,s,2
bicalutamide,interstitial,2
vinca,',2
vinca,symptom,2
vinca,[cls],2
foscarnet,tubular,2
bleomycin,phenomenon,2
[cls],nephrogenic,2
bleomycin,raynaud,2
bleomycin,sarcoma,2
gemcitabine,pancreatic,2
bisphosphonate,myeloma,2
bisphosphonate,multiple,2
bisphosphonate,hypocalcaemia,2
bleomycin,kaposi,2
alkaloids,',2
alkaloids,s,2
phenytoin,tuberculosis,2
chemotherapy,hyperpigmentation,2
halofantrine,malaria,2
halofantrine,qt,2
halofantrine,interval,2
sulfa,pancreatitis,2
chop,hyperpigmentation,2
hydroxylapatite,urethral,2
antituberculosis,[cls],2
drug,urethral,2
hydroxylapatite,prolapse,2
antituberculosis,symptom,2
antituberculosis,toxicity,2
calcium,urethral,2
calcium,prolapse,2
drug,mucosa,2
[cls],epilepticus,2
digoxin,heart,2
emepronium,symptom,2
antidiabetic,hypoglycemia,2
drug,accident,2
temsirolimus,renal,2
temsirolimus,symptom,2
temsirolimus,[cls],2
drug,emboli,2
streptokinase,emboli,2
choline,[cls],2
choline,symptom,2
trisalicylate,[cls],2
trisalicylate,symptom,2
tdf,symptom,2
tdf,[cls],2
tenofovir,infected,2
tenofovir,-,2
tenofovir,hiv,2
tenofovir,nephrotoxicity,2
tenofovir,symptom,2
tenofovir,[cls],2
ethambutol,intracellulare,2
nafcillin,seizures,2
medications,hypoglycemia,2
ampicillin,exfoliative,2
sulfonylureas,hypoglycemia,2
isotretinoin,of,2
isotretinoin,the,2
dapsone,hepatitis,2
dapsone,leukopenia,2
dapsone,mononucleosis,2
rifampicin,acquired,2
rifampicin,immunodeficiency,2
rifampicin,syndrome,2
diltiazem,cutaneous,2
glycopyrrolate,bradycardia,2
dexmedetomidine,bradycardia,2
diltiazem,vasculitis,2
nafcillin,[cls],2
insulin,type,2
blocking,symptom,2
blocking,[cls],2
etanercept,diabetes,2
nafcillin,symptom,2
meglitinides,hypoglycemia,2
ethambutol,-,2
drug,intracellulare,2
ethambutol,defects,2
ethambutol,field,2
imatinib,lysis,2
sunitinib,nephritis,2
sunitinib,interstitial,2
a,nephrotoxicity,2
calcium,reye,2
amantadine,disease,2
calcium,like,2
hopantenate,reye,2
amantadine,parkinson,2
amantadine,dysfunction,2
hopantenate,-,2
hopantenate,like,2
amantadine,endothelial,2
drug,anhedonic,2
desipramine,anhedonic,2
drug,aa,2
drug,cutanea,2
drug,tarda,2
[cls],aa,2
imatinib,syndrome,2
darifenacin,[cls],2
darifenacin,symptom,2
chlorambucil,leukaemia,2
[cls],defects,2
g2,toxicity,2
carboxypeptidase,toxicity,2
leucovorin,toxicity,2
methotrexate,osteosarcoma,2
drug,osteosarcoma,2
[cls],pressure,2
chlorambucil,acute,2
chlorambucil,lymphocytic,2
darifenacin,interstitial,2
chlorambucil,rash,2
nadolol,asthma,2
dyazide,asthma,2
darifenacin,dermatitis,2
darifenacin,granulomatous,2
desipramine,testicular,2
desipramine,swelling,2
desipramine,pain,2
lorazepam,absence,2
aliskiren,[cls],2
aliskiren,symptom,2
sunitinib,fatigue,2
leuprolide,prostate,2
leuprolide,symptom,2
antibiotics,acute,2
tetracycline,pancreatitis,2
tigecycline,pain,2
nifedipine,oesophageal,2
nifedipine,reflux,2
tigecycline,abdominal,2
drug,cataracts,2
decadron,cataracts,2
valproic,dementia,2
acid,dementia,2
co,[cls],2
valproate,stupor,2
drug,stupor,2
flurbiprofen,nephritis,2
flurbiprofen,tubulointerstitial,2
co,aplasia,2
trimoxazole,[cls],2
acetate,carcinoma,2
nifedipine,-,2
drug,hiccups,2
vancomycin,vasculitis,2
ampicillin,renal,2
adriamycin,nephrotoxicity,2
[cls],hyperammonemia,2
ampicillin,failure,2
vancomycin,lupus,2
vancomycin,-,2
vancomycin,like,2
vancomycin,of,2
drug,neuropathies,2
nifedipine,gastro,2
[cls],gastro,2
drug,to,2
olanzapine,priapism,2
sertraline,dementia,2
[cls],oesophageal,2
[cls],reflux,2
drug,gastro,2
aripiprazole,hiccups,2
sodium,dyspnea,2
sunitinib,hypertension,2
lynestrenol,hepatopathy,2
sunitinib,gynaecomastia,2
risperidone,joubert,2
risperidone,malignant,2
risperidone,neuroleptic,2
drug,joubert,2
drug,mentally,2
cyclosporine,leg,2
drug,cips,2
drug,retarded,2
drug,hepatopathy,2
carbamazepine,hepatopathy,2
lynestrenol,[cls],2
[cls],left,2
methylphenidate,pericarditis,2
methylphenidate,cardiomyopathy,2
lynestrenol,symptom,2
aliskiren,hyperkalemia,2
aliskiren,failure,2
aliskiren,renal,2
aliskiren,acute,2
acid,acidosis,2
stavudine,hyperlactatemia,2
acid,metabolic,2
medrol,symptom,2
trimoxazole,aplasia,2
ethambutol,ocular,2
alemtuzumab,symptom,2
aza,leukopenia,2
depo,[cls],2
depo,symptom,2
medrol,[cls],2
azathioprine,disease,2
-,spinal,2
acth,hyperkalemia,2
drug,infantile,2
octreotide,hypoglycemia,2
bacitracin,reaction,2
acth,[cls],2
bacitracin,anaphylactic,2
bacitracin,symptom,2
bacitracin,[cls],2
acth,symptom,2
cyclophosphamide,porphyria,2
cyclophosphamide,cutanea,2
cyclophosphamide,tarda,2
acid,fulminant,2
phenytoin,of,2
hydroxyurea,melanonychia,2
hydroxyurea,disorder,2
hydroxyurea,hyperpigmentation,2
hydroxyurea,nail,2
phenytoin,the,2
phenytoin,face,2
phenytoin,and,2
phenytoin,legs,2
phenytoin,pruritus,2
drug,lymphoid,2
phenytoin,",",2
phenytoin,rash,2
phenytoin,lymphadenopathy,2
nicotinic,fulminant,2
drug,myeloproliferative,2
[cls],nail,2
[cls],chest,2
citalopram,dizziness,2
drug,carcinomas,2
hydroxyurea,squamous,2
hydroxyurea,cell,2
phenytoin,mononucleosis,2
drug,placoid,2
drug,syphilitic,2
gabapentin,failure,2
phenytoin,hepatitis,2
gabapentin,acute,2
ceftriaxone,fde,2
drug,fde,2
temozolomide,salmonellosis,2
drug,salmonellosis,2
hydroxyurea,carcinomas,2
phenytoin,tonic,2
phenytoin,clonic,2
phenytoin,seizure,2
[cls],salmonellosis,2
aspirin,intracranial,2
tacrolimus,-,2
ciprofloxacin,vbds,2
drug,vbds,2
propafenone,disease,2
nicotinic,disease,2
triamcinolone,posterior,2
nicotinic,injury,2
methimazole,athelia,2
cefoxitin,leukopenia,2
amphotericin,toxic,2
b,toxic,2
cephalosporin,leukopenia,2
[cls],paroxysmal,2
cisplatin,paroxysmal,2
cisplatin,supraventricular,2
cisplatin,tachycardia,2
etoposide,paroxysmal,2
etoposide,supraventricular,2
etoposide,tachycardia,2
viloxazine,[cls],2
viloxazine,symptom,2
viloxazine,intoxication,2
nitrofurantoin,reactions,2
methylphenidate,hyperactivity,2
voriconazole,oedema,2
voriconazole,-,2
methimazole,atresia,2
cefazolin,leukopenia,2
drug,ill,2
drug,stuttering,2
propafenone,artery,2
nicotinic,hepatotoxicity,2
propafenone,coronary,2
propafenone,falls,2
acid,injury,2
acid,hepatotoxicity,2
warfarin,priapism,2
warfarin,stuttering,2
cyclosporine,glomeruloesclerosis,2
drug,collapsing,2
cyclosporine,focal,2
drug,choanal,2
drug,atresia,2
drug,athelia,2
cyclosporine,collapsing,2
cyclosporine,pres,2
drug,glomeruloesclerosis,2
methimazole,choanal,2
triamcinolone,syphilitic,2
triamcinolone,placoid,2
leflunomide,hypersensitivity,2
ibuprofen,hypersensitivity,2
gentamicin,macular,2
triamcinolone,type,2
triamcinolone,hiv,2
razoxane,pustular,2
triamcinolone,syndrome,2
triamcinolone,cushing,2
drug,hypogammaglobulinemia,2
-,thromboembolism,2
[cls],herpes,2
protamine,hyperglycemia,2
insulins,[cls],2
insulins,symptom,2
insulins,hyperglycemia,2
bcg,osteomyelitis,2
minoxidil,[cls],2
carbamazepine,mellitus,2
minoxidil,symptom,2
carbamazepine,diabetes,2
[cls],cognitive,2
hdarac,neurotoxicity,2
hdarac,symptom,2
triamcinolone,infected,2
ritonavir,-,2
leflunomide,psoriatic,2
infliximab,psoriatic,2
flunitrazepam,leg,2
flunitrazepam,the,2
flunitrazepam,of,2
flunitrazepam,ischaemia,2
ritonavir,infected,2
salt,[cls],2
salt,symptom,2
ritonavir,human,2
gold,interstitial,2
gold,pulmonary,2
ritonavir,1,2
salts,interstitial,2
salts,pulmonary,2
hdarac,[cls],2
ritonavir,virus,2
ritonavir,immunodeficiency,2
amoxapine,cognitive,2
erlotinib,eruption,2
triamcinolone,chorioretinitis,2
etanercept,enlargement,2
ritodrine,pulmonary,2
ritodrine,edema,2
terbutaline,[cls],2
terbutaline,symptom,2
terbutaline,edema,2
nifedipine,rupture,2
nifedipine,cerebral,2
nifedipine,aneurysm,2
drug,hypertensive,2
aspirin,intratumoral,2
prazosin,drop,2
prazosin,in,2
prazosin,blood,2
prazosin,pressure,2
drugta,symptom,2
drugta,[cls],2
streptokinase,deep,2
streptokinase,vein,2
streptokinase,thrombosis,2
drug,laryngeal,2
econazole,[cls],2
econazole,symptom,2
sodium,fever,2
drug,typhoid,2
etanercept,idiopathic,2
etanercept,juvenile,2
propranolol,syncope,2
chloramphenicol,typhoid,2
chloramphenicol,fever,2
cromoglycate,symptom,2
cromoglycate,[cls],2
d,neurologic,2
econazole,laryngeal,2
hydrocortisone,symptom,2
hydrocortisone,[cls],2
penicillamine,syndrome,2
cyclophosphamide,upper,2
cyclophosphamide,tract,2
cyclophosphamide,fibrosis,2
amiodarone,atrial,2
acenocoumarol,laryngeal,2
ampicillin,dermatitis,2
t4,leukopenia,2
emepronium,[cls],2
bisabolol,atopic,2
bisabolol,allergic,2
drug,hydrocephalus,2
drug,atopic,2
doxorubicin,encephalopathy,2
phenobarbital,hepatotoxicity,2
zonisamide,epilepsy,2
zonisamide,hypersensitivity,2
drug,subdural,2
phenobarbital,rash,2
mtx,ascites,2
methotrexate,hepatic,2
drug,serositis,2
[cls],serositis,2
methotrexate,osteogenic,2
methotrexate,sarcoma,2
methotrexate,pleuropericarditis,2
drug,herniation,2
methotrexate,intracranial,2
drug,pleuropericarditis,2
bisabolol,contact,2
ifosfamide,renal,2
t4,disease,2
ifosfamide,cancer,2
danazol,insulin,2
danazol,-,2
danazol,dependent,2
[cls],non,2
danazol,mellitus,2
erlotinib,disease,2
erlotinib,interstitial,2
hexoprenaline,oedema,2
hexoprenaline,pulmonary,2
hexoprenaline,symptom,2
hexoprenaline,[cls],2
cisplatin,renal,2
cisplatin,anuria,2
vancomycin,anaphylactic,2
[cls],anaphylactic,2
aquaphor,atopic,2
ifosfamide,breast,2
aquaphor,contact,2
aquaphor,allergic,2
etanercept,failure,2
methotrexate,herniation,2
acyclovir,pulmonary,2
etanercept,heart,2
[cls],arrhythmic,2
drug,arrhythmic,2
phosphate,prostatic,2
phosphate,cancer,2
diethylstilbestrol,hepatocellular,2
diethylstilbestrol,carcinoma,2
ritodrine,i,2
ritodrine,type,2
drug,degree,2
drug,second,2
ritodrine,labor,2
ritodrine,preterm,2
drug,labor,2
amiodarone,cerebellar,2
amiodarone,syndrome,2
dextran,[cls],2
[cls],deficiency,2
dextran,symptom,2
dextran,renal,2
atra,cardiomyopathy,2
procainamide,white,2
procainamide,parkinson,2
oxygen,pneumonitis,2
trazodone,symptoms,2
trazodone,hypomanic,2
acyclovir,infiltrates,2
acyclovir,effusion,2
quinine,malaria,2
hydroxychloroquine,retinal,2
hydroxychloroquine,field,2
hydroxychloroquine,visual,2
[cls],pure,2
imatinib,kaposi,2
zidovudine,aplasia,2
zidovudine,anaemia,2
interferon,psychosis,2
oxygen,pulmonary,2
imatinib,sarcoma,2
imatinib,s,2
imatinib,',2
procainamide,wolff,2
nimodipine,ileus,2
diazepam,withdrawal,2
[cls],withdrawal,2
[cls],or,2
drug,corpus,2
tamoxifen,of,2
tamoxifen,the,2
folinic,[cls],2
hopantenate,rett,2
folinic,symptom,2
chemotherapy,hemolytic,2
chemotherapy,uremic,2
cisplatin,squamous,2
bleomycin,hemolytic,2
calcium,rett,2
drug,rett,2
azathioprine,injury,2
azathioprine,duct,2
azathioprine,bile,2
[cls],duct,2
[cls],bile,2
bleomycin,-,2
mp,disease,2
drug,subglottic,2
cyclophosphamide,subglottic,2
cyclophosphamide,stenosis,2
tpa,infarction,2
thrombolytic,symptom,2
thrombolytic,bleeding,2
tissue,myocardial,2
tissue,infarction,2
tissue,bleeding,2
plasminogen,myocardial,2
plasminogen,infarction,2
plasminogen,bleeding,2
tpa,myocardial,2
cyclophosphamide,pulmonary,2
activator,myocardial,2
tpa,acute,2
activator,infarction,2
activator,bleeding,2
tpa,bleeding,2
cyproterone,hepatitis,2
acetate,hepatitis,2
cyclophosphamide,s,2
bleomycin,uremic,2
nitrendipine,[cls],2
pyridostigmine,intoxication,2
nitrendipine,symptom,2
smx,liver,2
tmp,toxicity,2
[cls],consciousness,2
mtx,loss,2
tmp,liver,2
mtx,consciousness,2
ara,loss,2
-,consciousness,2
drug,activation,2
adalimumab,arthritis,2
adalimumab,rheumatoid,2
c,loss,2
bromide,myasthenia,2
cisplatin,neuroendocrine,2
epinephrine,hypertension,2
bromide,gravis,2
bromide,postoperative,2
gefitinib,-,2
bromide,psychosis,2
smx,toxicity,2
tmp,hepatotoxicity,2
smx,hepatotoxicity,2
cis,coronary,2
nitrendipine,gingival,2
nitrendipine,hyperplasia,2
drug,crystalluria,2
sulfadiazine,crystalluria,2
5,glaucoma,2
-,glaucoma,2
fluorouracil,glaucoma,2
cisplatin,acute,2
-,ischemia,2
chromic,bowel,2
sirolimus,aphthous,2
drug,mucocutaneous,2
diamine,coronary,2
dichloroplatinum,coronary,2
ii,coronary,2
chemotherapy,infarction,2
chromic,[cls],2
amiodarone,goiter,2
dextran,failure,2
40,[cls],2
40,symptom,2
bevacizumab,syndrome,2
mianserin,anxiety,2
etizolam,symptom,2
nitrofurantoin,toxic,2
sorafenib,carcinoma,2
sorafenib,renal,2
lithium,neurologic,2
lithium,illness,2
lithium,hemiparesis,2
trihexyphenidyl,[cls],2
trihexyphenidyl,symptom,2
trihexyphenidyl,cranial,2
trihexyphenidyl,dystonia,2
ara,symptoms,2
c,symptoms,2
drug,paraplegia,2
cytosine,paraplegia,2
arabinoside,paraplegia,2
alprazolam,mania,2
sulfasalazine,bronchopulmonary,2
mianserin,panic,2
chlorambucil,leukemia,2
nitrofurantoin,acute,2
c,leukemia,2
adalimumab,disease,2
adalimumab,s,2
adalimumab,',2
adalimumab,crohn,2
drug,effusions,2
ara,acute,2
ara,leukemia,2
dasatinib,pleural,2
dasatinib,symptom,2
thionamide,thyrotoxicosis,2
dasatinib,[cls],2
natalizumab,lymphoma,2
natalizumab,system,2
natalizumab,nervous,2
natalizumab,central,2
natalizumab,primary,2
natalizumab,symptom,2
natalizumab,[cls],2
sulfasalazine,complications,2
bevacizumab,ocular,2
ibuprofen,juvenile,2
sulfasalazine,ibd,2
-,staphylococcus,2
-,resistant,2
-,methicillin,2
-,johnson,2
-,stevens,2
sx,sstis,2
-,spasm,2
sx,/,2
-,sstis,2
-,/,2
thyroxine,coronary,2
thyroxine,spasm,2
t4,[cls],2
tmp,sstis,2
t4,symptom,2
tmp,/,2
t4,hashimoto,2
t4,',2
t4,s,2
-,aureus,2
-,(,2
-,ca,2
amantadine,schizophrenic,2
bevacizumab,loss,2
bevacizumab,vision,2
bevacizumab,carotid,2
bevacizumab,of,2
bevacizumab,diabetic,2
drug,carotid,2
-,hemothorax,2
lmwh,distress,2
lmwh,respiratory,2
-,mrsa,2
lmwh,acute,2
lmwh,hemothorax,2
lmwh,symptom,2
lmwh,[cls],2
[cls],hemothorax,2
l,coronary,2
l,spasm,2
-,),2
adalimumab,cardiomyopathy,2
amikacin,hypocalcemia,2
40,renal,2
arabinoside,neuropathy,2
all,synovitis,2
all,myositis,2
drug,synovitis,2
cytosine,horner,2
kalimate,[cls],2
cytosine,',2
cytosine,s,2
polystryrene,[cls],2
kayexalate,necrosis,2
kayexalate,colonic,2
cytosine,demyelinating,2
kalimate,mucosal,2
cytosine,neuropathy,2
arabinoside,horner,2
kalimate,colonic,2
arabinoside,',2
arabinoside,s,2
sulfonate,mucosal,2
arabinoside,demyelinating,2
-,myositis,2
-,synovitis,2
trans,myositis,2
interferon,visual,2
40,failure,2
methotrexate,cns,2
[cls],morphea,2
drug,morphea,2
carboplatin,reactions,2
bromocriptine,morphea,2
agent,hypersensitivity,2
dapsone,erythroderma,2
ribavirin,retinopathy,2
trans,synovitis,2
pegylated,retinopathy,2
acid,synovitis,2
acid,myositis,2
retinoic,synovitis,2
retinoic,myositis,2
drug,major,2
antidepressant,akathisia,2
drug,horner,2
polystryrene,mucosal,2
calcium,necrosis,2
amikacin,tubular,2
calcium,mucosal,2
disopyramide,hypokalemia,2
busulphan,portal,2
busulphan,hypertension,2
busulphan,ascites,2
busulphan,oesophageal,2
busulphan,varices,2
sorafenib,lung,2
busulphan,jaundice,2
ciprofloxacin,gangrene,2
ciprofloxacin,forefoot,2
ciprofloxacin,ulcers,2
ciprofloxacin,ischemic,2
drug,uraemic,2
rifampin,acute,2
rifampin,failure,2
drug,proctitis,2
ibuprofen,ulcerative,2
amikacin,dysfunction,2
ibuprofen,proctitis,2
busulphan,toxicity,2
disopyramide,prostate,2
busulphan,leukaemia,2
garenoxacin,torsades,2
arabinoside,acute,2
methylprednisolone,demyelinating,2
methylprednisolone,hepatotoxicity,2
ibuprofen,meningitis,2
[cls],parkinsonism,2
indomethacin,water,2
garenoxacin,pointes,2
garenoxacin,de,2
quinolone,tdp,2
silodosin,prostate,2
clofazimine,nail,2
garenoxacin,tdp,2
garenoxacin,hypokalemia,2
busulphan,[cls],2
busulphan,symptom,2
busulphan,chronic,2
drug,tdp,2
busulphan,myeloid,2
voriconazole,angio,2
antineoplastic,myocardial,2
voriconazole,symptom,2
metoclopramide,neuroleptic,2
rituximab,interstitial,2
penicillamine,ra,2
hydrochloridearrhyth,pulmonary,2
phenelzine,parasitosis,2
phenelzine,delusional,2
agent,pulmonary,2
drug,alveolitis,2
drug,parasitosis,2
[cls],parasitosis,2
[cls],delusional,2
fenoprofen,pure,2
fenoprofen,red,2
fenoprofen,cell,2
hydrochloride,lupus,2
trazodone,priapism,2
drug,anuric,2
propafenone,white,2
propafenone,parkinson,2
zomepirac,anaphylactoid,2
rituximab,pneumonitis,2
metoclopramide,malignant,2
voriconazole,[cls],2
penicillamine,ttp,2
etretinate,hepatitis,2
gamma,erythematosus,2
gamma,lupus,2
gamma,systemic,2
etretinate,psoriasis,2
fluorouracil,cardiotoxicity,2
moxalactam,coagulopathy,2
antibiotics,coagulopathy,2
1,pulmonary,2
pge1,hyperplasia,2
pge1,foveolar,2
pge1,symptom,2
pge1,[cls],2
1,fibrosis,2
penicillamine,thrombotic,2
penicillamine,thrombocytopenic,2
drug,foveolar,2
[cls],stenosis,2
penicillamine,purpura,2
zomepirac,renal,2
zomepirac,[cls],2
cimetidine,fever,2
cinepazide,[cls],2
drug,sac,2
drug,yolk,2
theophylline,disease,2
theophylline,gastrointestinal,2
[cls],myositis,2
theophylline,symptoms,2
ethambutol,complex,2
desipramine,siadh,2
rifampin,lesions,2
rifampin,tuberculosis,2
thalidomide,infiltrates,2
thalidomide,pulmonary,2
thalidomide,fever,2
isoniazid,pulmonary,2
lenalidomide,syndrome,2
lenalidomide,like,2
lenalidomide,-,2
lenalidomide,pneumonitis,2
lenalidomide,hypersensitivity,2
theophylline,peptic,2
bleomycin,yolk,2
cyclofenil,reactions,2
drug,bullae,2
propafenone,wolff,2
lithium,white,2
lithium,parkinson,2
cinepazide,symptom,2
drug,alcoholic,2
phenytoin,intoxication,2
lithium,wolff,2
drug,salt,2
glibenclamide,cutaneous,2
cyclofenil,hepatic,2
glibenclamide,bullae,2
glibenclamide,diabetic,2
[cls],intrahepatic,2
capecitabine,headaches,2
[cls],catatonia,2
[cls],headaches,2
cyclofenil,symptom,2
bleomycin,sac,2
etretinate,toxic,2
gamma,rheumatoid,2
gamma,arthritis,2
propranolol,sinus,2
rifampicin,tuberculosis,2
alpha,nitidus,2
alpha,lichen,2
interferon,nitidus,2
interferon,lichen,2
lorcainide,hyponatremia,2
hydrochlorothiazide,hyponatremia,2
nabumetone,fibrosis,2
nabumetone,pulmonary,2
rfp,thyroiditis,2
rfp,s,2
rfp,',2
rfp,hashimoto,2
chlorpropamide,[cls],2
rifampin,hypothyroidism,2
[cls],pneumopathy,2
amiodarone,interstitial,2
amiodarone,pneumopathy,2
drug,sinoatrial,2
antibiotic,seizures,2
disulfiram,toxic,2
gefitinib,interstitial,2
erlotinib,non,2
[cls],asthmatic,2
simvastatin,acute,2
simvastatin,weakness,2
phenytoin,brain,2
gold,-,2
gold,syndrome,2
erlotinib,cell,2
erlotinib,small,2
erlotinib,fibrosis,2
gefitinib,disease,2
gefitinib,pulmonary,2
gold,reactions,2
sodium,reactions,2
drug,pseudoproteinuria,2
tolmetin,[cls],2
tolmetin,symptom,2
tolmetin,pseudoproteinuria,2
cyclophosphamide,pneumonitis,2
propranolol,alternating,2
propranolol,sinoatrial,2
rifn,[cls],2
drug,intermittent,2
b,nephrotoxicity,2
metformin,dehydrated,2
metformin,complication,2
metformin,metabolic,2
metformin,mala,2
fluoresone,symptom,2
bisphosphonate,jaw,2
drug,tumour,2
fluoresone,gynecomastia,2
phenobarbital,gynecomastia,2
drug,jaw,2
phenobarbital,epileptic,2
phenytoin,gynecomastia,2
rifn,sle,2
phenytoin,epileptic,2
amoxapine,withdrawal,2
drug,oral,2
etretinate,symptom,2
rifn,symptom,2
metformin,acute,2
amphotericin,nephrotoxicity,2
vasopressin,myoglobinuria,2
drug,vod,2
propranolol,s,2
-,myalgia,2
propranolol,-,2
l,myalgia,2
l,eosinophilia,2
propranolol,a,2
methylprednisolone,anaphylactoid,2
carbamazepine,hypersensitivity,2
[cls],vod,2
metformin,renal,2
drug,drowsiness,2
dcf,[cls],2
prednisone,blood,2
prednisone,red,2
dcf,symptom,2
mmf,pemphigus,2
drug,myoglobinuria,2
metformin,failure,2
thiabendazole,cholestasis,2
adriamycin,toxicity,2
l,hemorrhage,2
mithramycin,[cls],2
docetaxel,pneumonitis,2
docetaxel,interstitial,2
dihydroxybusulfan,lymphocytic,2
dihydroxybusulfan,leukemia,2
docetaxel,pulmonary,2
antiplatelet,symptom,2
antiplatelet,[cls],2
dihydroxybusulfan,ovarian,2
dihydroxybusulfan,carcinoma,2
mesalazine,symptom,2
mesalazine,[cls],2
nsc,failure,2
nsc,heart,2
nsc,symptom,2
propranolol,asthma,2
nsc,[cls],2
bronchodilator,bronchospasm,2
antibiotics,failure,2
propranolol,central,2
dihydroxybusulfan,-,2
corticosteroid,interstitial,2
dihydroxybusulfan,non,2
-,thrombocytopenic,2
valproic,juvenile,2
dopa,bipolar,2
sulfamethoxazole,purpura,2
sulfamethoxazole,thrombocytopenic,2
perhexiline,liver,2
maleate,liver,2
sulfamethoxazole,thrombotic,2
-,purpura,2
trimethoprim,purpura,2
dihydroxybusulfan,acute,2
treosulfan,non,2
trimethoprim,thrombocytopenic,2
trimethoprim,thrombotic,2
treosulfan,-,2
treosulfan,lymphocytic,2
treosulfan,carcinoma,2
dihydroxybusulfan,[cls],2
dihydroxybusulfan,symptom,2
mithramycin,symptom,2
propranolol,nervous,2
l,bipolar,2
propranolol,system,2
bevacizumab,-,2
pas,mellitus,2
bevacizumab,age,2
drug,papilloedema,2
perhexiline,papilloedema,2
avastin,syndrome,2
avastin,-,2
perhexiline,hepatic,2
perhexiline,dysfunction,2
ritalin,cataract,2
maleate,papilloedema,2
methylphenidate,glaucoma,2
methylphenidate,cataract,2
maleate,hepatic,2
maleate,dysfunction,2
vinblastine,inappropriate,2
vinblastine,antidiuretic,2
vinblastine,hormone,2
vinblastine,secretion,2
pas,diabetes,2
pas,hypoglycaemia,2
bevacizumab,related,2
niflumic,skeletal,2
methotrexate,disease,2
quinine,tonic,2
quinine,pupillary,2
inhibitor,impairment,2
inhibitor,overdose,2
enzyme,renal,2
converting,renal,2
-,impairment,2
-,overdose,2
bevacizumab,macular,2
angiotensin,renal,2
acid,skeletal,2
metoclopramide,crisis,2
metoclopramide,oculogyric,2
para,[cls],2
para,symptom,2
bevacizumab,degeneration,2
-,diabetic,2
-,bipolar,2
digoxin,fibrillation,2
ezetimibe,pancreatitis,2
quinidine,pointes,2
disopyramide,avt,2
disopyramide,torsade,2
docetaxel,duct,2
docetaxel,meibomian,2
quinidine,ventricular,2
ssris,symptom,2
ssris,[cls],2
fentanyl,gait,2
fentanyl,unsteady,2
quinidine,tachycardia,2
fentanyl,jerks,2
fentanyl,myoclonic,2
fentanyl,tremors,2
fentanyl,tachycardia,2
fentanyl,agitation,2
fentanyl,confusion,2
quinidine,torsade,2
quinidine,de,2
selective,symptom,2
docetaxel,inflammation,2
disopyramide,tachycardia,2
amiodarone,avt,2
-,edema,2
ezetimibe,symptom,2
ezetimibe,[cls],2
flecainide,collapse,2
flecainide,cardiovascular,2
-,hemorrhage,2
flecainide,overdose,2
asparaginase,hemorrhage,2
sulfate,acute,2
alfa,edema,2
cefoxitin,acute,2
penicillamine,lupus,2
penicillamine,erythematosus,2
disopyramide,hypoglycemia,2
norpace,[cls],2
pentamidine,ulceration,2
teicoplanin,agranulocytosis,2
norpace,symptom,2
cefoxitin,renal,2
